actor1,actor2,relation_exist,relation_label,confidence,runtime_seconds
A US,RULING PARTY,0,0,0.0,5e-06
A US,SALAUDDIN,0,0,0.0,5e-06
A US,SAUDI ARABIA,0,0,0.0,5e-06
A US,SENA,0,0,0.0,5e-06
A US,SINGAPORE,0,0,0.0,5e-06
A US,SOMALIA,1,-1,0.980569,1.5e-05
A US,SPOKESMAN,0,0,0.0,6e-06
A US,STATE MINIST,0,0,0.0,5e-06
A US,STUDENT,0,0,0.0,5e-06
A US,SUPREME COURT,0,0,0.0,5e-06
A US,SYRIA,0,0,0.0,5e-06
A US,TANGAIL,0,0,0.0,5e-06
A US,THE EUROPEAN UNION,0,0,0.0,5e-06
A US,THE OPPOSITION,0,0,0.0,5e-06
A US,THE PM,0,0,0.0,5e-06
A US,THE UN,0,0,0.0,5e-06
A US,THE US,0,0,0.0,5e-06
A US,TRADER,0,0,0.0,5e-06
A US,TRIBUNAL,0,0,0.0,5e-06
A US,TURKEY,0,0,0.0,5e-06
A US,TURKISH,0,0,0.0,5e-06
A US,UNICEF,0,0,0.0,5e-06
A US,UNITED KINGDOM,0,0,0.0,5e-06
A US,UNITED NATIONS,0,0,0.0,5e-06
A US,VOTER,0,0,0.0,5e-06
A US,WEST BENGAL,0,0,0.0,5e-06
A US,WORKER,0,0,0.0,5e-06
A US,WORLD HEALTH ORGANIZATION,0,0,0.0,5e-06
ABDULLAH,ACTIVIST,1,1,0.942617,0.000159
ABDULLAH,ADMINISTRATION,1,-1,0.862605,0.000166
ABDULLAH,AIRLINE,1,1,0.930731,9.8e-05
ABDULLAH,AL JAZEERA,1,-1,0.778355,0.000108
ABDULLAH,AMBASSADOR,1,1,0.971981,0.000147
ABDULLAH,AMERICAN,1,-1,0.934352,6.4e-05
ABDULLAH,ARMY OFFICER,1,-1,0.902359,0.000134
ABDULLAH,ASSAM,1,1,0.637894,4.8e-05
ABDULLAH,ASSAMESE,1,-1,0.956783,0.00013
ABDULLAH,BANGLADESHI,1,-1,0.940358,8.5e-05
ABDULLAH,BANK,1,-1,0.938757,8.5e-05
ABDULLAH,BENGALI,1,1,0.811853,9.3e-05
ABDULLAH,BENGHAZI,0,0,0.0,8.5e-05
ABDULLAH,BETI,1,-1,0.978838,7.3e-05
ABDULLAH,BIHARI,1,-1,0.943971,0.000191
ABDULLAH,BOEING,1,-1,0.903755,0.000136
ABDULLAH,BORDER SECURITY,1,1,0.930604,0.000191
ABDULLAH,BUSINESS,1,-1,0.964324,0.000157
ABDULLAH,CHAMBER,0,0,0.0,9.3e-05
ABDULLAH,CHANCELLOR,1,-1,0.925711,7.7e-05
ABDULLAH,CHIEF JUSTICE,1,-1,0.940356,0.000157
ABDULLAH,COLLEGE,1,1,0.976226,0.000131
ABDULLAH,COMILLA,1,1,0.914227,0.000121
ABDULLAH,COMMUNITY,1,1,0.91765,0.000118
ABDULLAH,CONGRESS,1,1,0.836776,8.6e-05
ABDULLAH,DELEGATE,0,0,0.0,8.5e-05
ABDULLAH,DEPUTY,0,0,0.0,8.3e-05
ABDULLAH,DETAINEE,1,-1,0.970802,0.000104
ABDULLAH,DHAKA,1,-1,0.873814,3.4e-05
ABDULLAH,DIPLOMAT,1,-1,0.956905,3.6e-05
ABDULLAH,DRUG TRAFFICKER,1,1,0.875935,4.4e-05
ABDULLAH,EDUCATION MINIST,0,0,0.0,8.4e-05
ABDULLAH,ELECTION COMMISSION,1,1,0.637894,4.5e-05
ABDULLAH,EMPLOYER,0,0,0.0,8.3e-05
ABDULLAH,EXTERNAL AFFAIRS MINIST,0,0,0.0,8.2e-05
ABDULLAH,FARMER,1,-1,0.930731,9.4e-05
ABDULLAH,FINANCE MINIST,1,1,0.793472,0.000138
ABDULLAH,FISHER,0,0,0.0,8.2e-05
ABDULLAH,GAZIPUR,1,-1,0.959815,0.000151
ABDULLAH,GENEVA,1,-1,0.976472,8e-05
ABDULLAH,GOVERNMENT,1,-1,0.874993,1.5e-05
ABDULLAH,HEALTH DEPARTMENT,0,0,0.0,8.2e-05
ABDULLAH,HEALTH MINIST,1,1,0.793472,0.000138
ABDULLAH,HINDU,1,1,0.979312,6.9e-05
ABDULLAH,HOSPITAL,0,0,0.0,8.2e-05
ABDULLAH,INDUSTRY,1,-1,0.919797,0.000105
ABDULLAH,INTELLIGENCE,1,-1,0.97431,8.8e-05
ABDULLAH,INTERIM GOVERNMENT,1,-1,0.945623,0.000141
ABDULLAH,INTERIOR MINIST,0,0,0.0,8.2e-05
ABDULLAH,IRAN,0,0,0.0,8.2e-05
ABDULLAH,ISLAM,1,-1,0.858147,6e-05
ABDULLAH,JOURNALIST,1,-1,0.9637,0.000121
ABDULLAH,JUDICIARY,0,0,0.0,8.3e-05
ABDULLAH,JUNTA CHIEF,1,1,0.978098,0.000123
ABDULLAH,KHALEDA ZIA,1,1,0.5,2.1e-05
ABDULLAH,KHULNA,1,1,0.967235,0.000108
ABDULLAH,KISHOREGANJ,0,0,0.0,8.2e-05
ABDULLAH,LAWMAKER,1,1,0.5,9e-06
ABDULLAH,LONDON,1,-1,0.951167,4.4e-05
ABDULLAH,MEDIA,1,1,0.961849,0.000116
ABDULLAH,MIGRANT WORKER,1,1,0.901271,0.000122
ABDULLAH,MINIST,1,-1,0.865623,5.2e-05
ABDULLAH,MINIST OF WOMEN,0,0,0.0,9e-05
ABDULLAH,MINISTRY,0,0,0.0,8.5e-05
ABDULLAH,MUMBAI,1,1,0.966791,0.000112
ABDULLAH,MUSLIM,1,1,0.822387,8.8e-05
ABDULLAH,MYANMAR,1,-1,0.954323,0.000126
ABDULLAH,NATIONAL BOARD OF REVENUE,0,0,0.0,0.000143
ABDULLAH,NATIONAL ECONOMIC COUNCIL,1,-1,0.968026,3.7e-05
ABDULLAH,NATIONAL SECURITY ADVISER,0,0,0.0,9.1e-05
ABDULLAH,NEPAL,1,1,0.956705,0.000143
ABDULLAH,NEPALI,1,1,0.984867,0.000119
ABDULLAH,NEW DELHI,1,-1,0.951448,4.5e-05
ABDULLAH,PAKISTAN,1,1,0.930731,9.4e-05
ABDULLAH,PARLIAMENT,1,1,0.875965,6.5e-05
ABDULLAH,PARLIAMENTARIAN,0,0,0.0,8.6e-05
ABDULLAH,PARTY LEADER,1,1,0.945096,0.000177
ABDULLAH,POLICE,1,-1,0.941147,8.1e-05
ABDULLAH,PRESIDENT,1,-1,0.919438,0.000146
ABDULLAH,PRIME MINISTER,1,-1,0.956905,3.6e-05
ABDULLAH,PROFESSOR,0,0,0.0,8.6e-05
ABDULLAH,PROTESTER,1,1,0.9648,0.000115
ABDULLAH,PUNE,1,1,0.970699,0.000105
ABDULLAH,RAJSHAHI,0,0,0.0,8.4e-05
ABDULLAH,REPRESENTATIVES,1,-1,0.962284,2.1e-05
ABDULLAH,REUTERS,1,-1,0.937026,0.000121
ABDULLAH,RIGHTS GROUP,1,1,0.96649,0.000158
ABDULLAH,RULING PARTY,1,-1,0.922596,0.000108
ABDULLAH,SALAUDDIN,0,0,0.0,9e-05
ABDULLAH,SAUDI ARABIA,0,0,0.0,8.4e-05
ABDULLAH,SENA,1,-1,0.902359,0.00018
ABDULLAH,SINGAPORE,1,-1,0.975096,0.000132
ABDULLAH,SOMALIA,0,0,0.0,8.5e-05
ABDULLAH,SPOKESMAN,1,-1,0.703686,0.000165
ABDULLAH,STATE MINIST,0,0,0.0,0.000119
ABDULLAH,STUDENT,1,1,0.963123,5.2e-05
ABDULLAH,SUPREME COURT,0,0,0.0,9e-05
ABDULLAH,SYRIA,1,-1,0.961808,0.000158
ABDULLAH,TANGAIL,1,-1,0.980569,9e-06
ABDULLAH,THE EUROPEAN UNION,0,0,0.0,0.000281
ABDULLAH,THE OPPOSITION,1,1,0.85299,0.000152
ABDULLAH,THE PM,0,0,0.0,0.000154
ABDULLAH,THE UN,1,-1,0.97959,0.000211
ABDULLAH,THE US,1,-1,0.951696,3.4e-05
ABDULLAH,TRADER,1,1,0.916323,0.000194
ABDULLAH,TRIBUNAL,1,-1,0.965844,0.000307
ABDULLAH,TURKEY,1,-1,0.935968,0.00029
ABDULLAH,TURKISH,1,-1,0.902359,0.000265
ABDULLAH,UNICEF,1,1,0.908848,0.000257
ABDULLAH,UNITED KINGDOM,1,-1,0.865623,0.000105
ABDULLAH,UNITED NATIONS,0,0,0.0,0.000152
ABDULLAH,VOTER,1,1,0.728457,3.5e-05
ABDULLAH,WEST BENGAL,1,-1,0.807323,0.000184
ABDULLAH,WORKER,0,0,0.0,0.000146
ABDULLAH,WORLD HEALTH ORGANIZATION,1,-1,0.938661,0.000231
ACTIVIST,ADMINISTRATION,1,1,0.920801,0.000264
ACTIVIST,AIRLINE,1,-1,0.996386,0.00012
ACTIVIST,AL JAZEERA,1,1,0.917526,0.000205
ACTIVIST,AMBASSADOR,1,-1,0.993982,0.000164
ACTIVIST,AMERICAN,1,-1,0.980653,0.00014
ACTIVIST,ARMY OFFICER,1,-1,0.958303,0.000233
ACTIVIST,ASSAM,1,1,0.993806,0.000173
ACTIVIST,ASSAMESE,1,-1,0.996098,0.000203
ACTIVIST,BANGLADESHI,1,1,0.970781,3.9e-05
ACTIVIST,BANK,1,-1,0.982164,0.000148
ACTIVIST,BENGALI,1,1,0.995745,0.000126
ACTIVIST,BENGHAZI,0,0,0.0,8.9e-05
ACTIVIST,BETI,1,-1,0.993624,9.1e-05
ACTIVIST,BIHARI,1,-1,0.994519,0.000126
ACTIVIST,BOEING,1,-1,0.958935,0.000129
ACTIVIST,BORDER SECURITY,1,-1,0.994916,0.000123
ACTIVIST,BUSINESS,1,1,0.989994,4.3e-05
ACTIVIST,CHAMBER,0,0,0.0,9.3e-05
ACTIVIST,CHANCELLOR,1,-1,0.977963,9.3e-05
ACTIVIST,CHIEF JUSTICE,1,-1,0.973442,0.000176
ACTIVIST,COLLEGE,1,1,0.989518,4.5e-05
ACTIVIST,COMILLA,1,1,0.918031,9e-06
ACTIVIST,COMMUNITY,1,1,0.993806,9.8e-05
ACTIVIST,CONGRESS,1,1,0.971355,0.000111
ACTIVIST,DELEGATE,0,0,0.0,8.8e-05
ACTIVIST,DEPUTY,0,0,0.0,8.7e-05
ACTIVIST,DETAINEE,1,-1,0.977159,1.8e-05
ACTIVIST,DHAKA,1,-1,0.95949,3.8e-05
ACTIVIST,DIPLOMAT,1,-1,0.987512,4.8e-05
ACTIVIST,DRUG TRAFFICKER,1,1,0.970781,2.5e-05
ACTIVIST,EDUCATION MINIST,0,0,0.0,8.3e-05
ACTIVIST,ELECTION COMMISSION,1,-1,0.984357,8.6e-05
ACTIVIST,EMPLOYER,0,0,0.0,8.9e-05
ACTIVIST,EXTERNAL AFFAIRS MINIST,0,0,0.0,8.1e-05
ACTIVIST,FARMER,1,-1,0.970942,0.000116
ACTIVIST,FINANCE MINIST,1,-1,0.871994,0.00017
ACTIVIST,FISHER,0,0,0.0,9.1e-05
ACTIVIST,GAZIPUR,1,-1,0.987726,0.000125
ACTIVIST,GENEVA,1,-1,0.992899,9.4e-05
ACTIVIST,GOVERNMENT,1,-1,0.93381,7.5e-05
ACTIVIST,HEALTH DEPARTMENT,0,0,0.0,9.9e-05
ACTIVIST,HEALTH MINIST,1,-1,0.871994,0.000135
ACTIVIST,HINDU,1,1,0.993769,8.8e-05
ACTIVIST,HOSPITAL,0,0,0.0,8.6e-05
ACTIVIST,INDUSTRY,1,1,0.939202,6.2e-05
ACTIVIST,INTELLIGENCE,1,-1,0.992235,0.000151
ACTIVIST,INTERIM GOVERNMENT,1,-1,0.977069,0.000152
ACTIVIST,INTERIOR MINIST,0,0,0.0,9e-05
ACTIVIST,IRAN,0,0,0.0,8.4e-05
ACTIVIST,ISLAM,1,1,0.812876,1.9e-05
ACTIVIST,JOURNALIST,1,-1,0.988944,0.000121
ACTIVIST,JUDICIARY,0,0,0.0,8.3e-05
ACTIVIST,JUNTA CHIEF,1,1,0.998373,0.000135
ACTIVIST,KHALEDA ZIA,1,1,0.942617,0.000255
ACTIVIST,KHULNA,1,1,0.970781,3.6e-05
ACTIVIST,KISHOREGANJ,0,0,0.0,9.2e-05
ACTIVIST,LAWMAKER,1,1,0.976257,0.00017
ACTIVIST,LONDON,1,-1,0.985789,0.000133
ACTIVIST,MEDIA,1,1,0.984069,0.000126
ACTIVIST,MIGRANT WORKER,1,1,0.996211,0.000132
ACTIVIST,MINIST,1,-1,0.937588,6.8e-05
ACTIVIST,MINIST OF WOMEN,0,0,0.0,0.000112
ACTIVIST,MINISTRY,0,0,0.0,9.8e-05
ACTIVIST,MUMBAI,1,-1,0.991399,3.9e-05
ACTIVIST,MUSLIM,1,1,0.986986,6.5e-05
ACTIVIST,MYANMAR,1,-1,0.997311,7.8e-05
ACTIVIST,NATIONAL BOARD OF REVENUE,0,0,0.0,8.3e-05
ACTIVIST,NATIONAL ECONOMIC COUNCIL,1,-1,0.973438,0.0001
ACTIVIST,NATIONAL SECURITY ADVISER,0,0,0.0,9.9e-05
ACTIVIST,NEPAL,1,-1,0.984929,6.1e-05
ACTIVIST,NEPALI,1,1,0.995012,0.000116
ACTIVIST,NEW DELHI,1,-1,0.985874,6.3e-05
ACTIVIST,PAKISTAN,1,1,0.970942,0.00011
ACTIVIST,PARLIAMENT,1,-1,0.941943,5.9e-05
ACTIVIST,PARLIAMENTARIAN,0,0,0.0,9.1e-05
ACTIVIST,PARTY LEADER,1,1,0.976839,0.000141
ACTIVIST,POLICE,1,-1,0.862145,1.3e-05
ACTIVIST,PRESIDENT,1,-1,0.965473,0.000145
ACTIVIST,PRIME MINISTER,1,-1,0.987512,5.3e-05
ACTIVIST,PROFESSOR,0,0,0.0,9.1e-05
ACTIVIST,PROTESTER,1,1,0.965958,3.1e-05
ACTIVIST,PUNE,1,-1,0.993395,3.1e-05
ACTIVIST,RAJSHAHI,0,0,0.0,8.6e-05
ACTIVIST,REPRESENTATIVES,1,-1,0.971163,0.000109
ACTIVIST,REUTERS,1,-1,0.981478,7.6e-05
ACTIVIST,RIGHTS GROUP,1,1,0.983605,8e-06
ACTIVIST,RULING PARTY,1,1,0.943646,4.9e-05
ACTIVIST,SALAUDDIN,0,0,0.0,8.8e-05
ACTIVIST,SAUDI ARABIA,0,0,0.0,8.6e-05
ACTIVIST,SENA,1,-1,0.958303,0.000134
ACTIVIST,SINGAPORE,1,-1,0.998083,0.000117
ACTIVIST,SOMALIA,0,0,0.0,8.6e-05
ACTIVIST,SPOKESMAN,1,1,0.84009,0.000148
ACTIVIST,STATE MINIST,0,0,0.0,8.9e-05
ACTIVIST,STUDENT,1,1,0.989363,5.7e-05
ACTIVIST,SUPREME COURT,0,0,0.0,8.8e-05
ACTIVIST,SYRIA,1,-1,0.983206,0.000171
ACTIVIST,TANGAIL,1,-1,0.965539,0.000162
ACTIVIST,THE EUROPEAN UNION,0,0,0.0,8.6e-05
ACTIVIST,THE OPPOSITION,1,1,0.997044,0.000123
ACTIVIST,THE PM,0,0,0.0,0.000211
ACTIVIST,THE UN,1,-1,0.993854,0.00012
ACTIVIST,THE US,1,1,0.748201,8.7e-05
ACTIVIST,TRADER,1,1,0.962204,0.0002
ACTIVIST,TRIBUNAL,1,-1,0.985016,0.000157
ACTIVIST,TURKEY,1,-1,0.972836,0.000146
ACTIVIST,TURKISH,1,-1,0.958303,0.000144
ACTIVIST,UNICEF,1,-1,0.948624,0.000144
ACTIVIST,UNITED KINGDOM,1,1,0.992742,3.3e-05
ACTIVIST,UNITED NATIONS,0,0,0.0,9.2e-05
ACTIVIST,VOTER,1,1,0.962188,0.000118
ACTIVIST,WEST BENGAL,1,1,0.990568,0.000134
ACTIVIST,WORKER,0,0,0.0,0.000157
ACTIVIST,WORLD HEALTH ORGANIZATION,1,-1,0.980974,0.000201
ADMINISTRATION,AIRLINE,1,-1,0.950892,8.9e-05
ADMINISTRATION,AL JAZEERA,1,1,0.64541,0.000111
ADMINISTRATION,AMBASSADOR,1,-1,0.9295,0.000143
ADMINISTRATION,AMERICAN,1,-1,0.981223,0.00012
ADMINISTRATION,ARMY OFFICER,1,-1,0.962037,0.000151
ADMINISTRATION,ASSAM,1,1,0.982415,0.000127
ADMINISTRATION,ASSAMESE,1,1,0.985796,0.000145
ADMINISTRATION,BANGLADESHI,1,1,0.692828,2.6e-05
ADMINISTRATION,BANK,1,-1,0.924766,1.7e-05
ADMINISTRATION,BENGALI,1,-1,0.982415,0.000124
ADMINISTRATION,BENGHAZI,0,0,0.0,9.2e-05
ADMINISTRATION,BETI,1,-1,0.992172,9.5e-05
ADMINISTRATION,BIHARI,1,1,0.983415,0.000231
ADMINISTRATION,BOEING,1,-1,0.982311,8.3e-05
ADMINISTRATION,BORDER SECURITY,1,-1,0.992331,3.5e-05
ADMINISTRATION,BUSINESS,1,1,0.864323,9e-05
ADMINISTRATION,CHAMBER,0,0,0.0,0.000104
ADMINISTRATION,CHANCELLOR,1,-1,0.978731,0.000102
ADMINISTRATION,CHIEF JUSTICE,1,-1,0.98632,0.000146
ADMINISTRATION,COLLEGE,1,1,0.972951,0.000141
ADMINISTRATION,COMILLA,1,1,0.85194,9e-05
ADMINISTRATION,COMMUNITY,1,-1,0.985031,0.000137
ADMINISTRATION,CONGRESS,1,1,0.97379,0.000105
ADMINISTRATION,DELEGATE,0,0,0.0,8.9e-05
ADMINISTRATION,DEPUTY,0,0,0.0,8.4e-05
ADMINISTRATION,DETAINEE,1,-1,0.957682,6.1e-05
ADMINISTRATION,DHAKA,1,-1,0.97011,3.6e-05
ADMINISTRATION,DIPLOMAT,1,-1,0.987648,5.2e-05
ADMINISTRATION,DRUG TRAFFICKER,1,1,0.959504,6.4e-05
ADMINISTRATION,EDUCATION MINIST,0,0,0.0,8.2e-05
ADMINISTRATION,ELECTION COMMISSION,1,-1,0.937558,1.5e-05
ADMINISTRATION,EMPLOYER,0,0,0.0,8.2e-05
ADMINISTRATION,EXTERNAL AFFAIRS MINIST,0,0,0.0,8.4e-05
ADMINISTRATION,FARMER,1,-1,0.990834,3.6e-05
ADMINISTRATION,FINANCE MINIST,1,-1,0.600293,7.9e-05
ADMINISTRATION,FISHER,0,0,0.0,8.1e-05
ADMINISTRATION,GAZIPUR,1,-1,0.985694,0.000111
ADMINISTRATION,GENEVA,1,-1,0.991356,9.3e-05
ADMINISTRATION,GOVERNMENT,1,-1,0.952528,7.1e-05
ADMINISTRATION,HEALTH DEPARTMENT,0,0,0.0,8.2e-05
ADMINISTRATION,HEALTH MINIST,1,-1,0.838472,8e-06
ADMINISTRATION,HINDU,1,1,0.992335,0.0001
ADMINISTRATION,HOSPITAL,0,0,0.0,8.3e-05
ADMINISTRATION,INDUSTRY,1,-1,0.969076,0.00011
ADMINISTRATION,INTELLIGENCE,1,-1,0.990614,0.000103
ADMINISTRATION,INTERIM GOVERNMENT,1,-1,0.975214,0.000144
ADMINISTRATION,INTERIOR MINIST,0,0,0.0,9.6e-05
ADMINISTRATION,IRAN,0,0,0.0,8.3e-05
ADMINISTRATION,ISLAM,1,-1,0.952528,7.9e-05
ADMINISTRATION,JOURNALIST,1,-1,0.987005,0.000119
ADMINISTRATION,JUDICIARY,0,0,0.0,8.3e-05
ADMINISTRATION,JUNTA CHIEF,1,-1,0.990475,0.000139
ADMINISTRATION,KHALEDA ZIA,1,-1,0.862605,0.000153
ADMINISTRATION,KHULNA,1,1,0.950298,7e-05
ADMINISTRATION,KISHOREGANJ,0,0,0.0,8.4e-05
ADMINISTRATION,LAWMAKER,1,-1,0.928328,0.000114
ADMINISTRATION,LONDON,1,-1,0.986022,6.8e-05
ADMINISTRATION,MEDIA,1,1,0.995212,6.6e-05
ADMINISTRATION,MIGRANT WORKER,1,-1,0.984032,0.00014
ADMINISTRATION,MINIST,1,-1,0.98013,2.2e-05
ADMINISTRATION,MINIST OF WOMEN,0,0,0.0,8.5e-05
ADMINISTRATION,MINISTRY,0,0,0.0,8.6e-05
ADMINISTRATION,MUMBAI,1,-1,0.875828,5.5e-05
ADMINISTRATION,MUSLIM,1,-1,0.982196,0.000123
ADMINISTRATION,MYANMAR,1,1,0.989748,0.000134
ADMINISTRATION,NATIONAL BOARD OF REVENUE,0,0,0.0,8.3e-05
ADMINISTRATION,NATIONAL ECONOMIC COUNCIL,1,-1,0.97567,9.9e-05
ADMINISTRATION,NATIONAL SECURITY ADVISER,0,0,0.0,8.3e-05
ADMINISTRATION,NEPAL,1,-1,0.828519,6.2e-05
ADMINISTRATION,NEPALI,1,1,0.992996,0.00012
ADMINISTRATION,NEW DELHI,1,-1,0.986102,7.3e-05
ADMINISTRATION,PAKISTAN,1,1,0.990834,4.6e-05
ADMINISTRATION,PARLIAMENT,1,-1,0.670125,1.1e-05
ADMINISTRATION,PARLIAMENTARIAN,0,0,0.0,8.7e-05
ADMINISTRATION,PARTY LEADER,1,1,0.974981,0.000147
ADMINISTRATION,POLICE,1,-1,0.875828,4.8e-05
ADMINISTRATION,PRESIDENT,1,-1,0.981907,0.000152
ADMINISTRATION,PRIME MINISTER,1,-1,0.987648,5.8e-05
ADMINISTRATION,PROFESSOR,0,0,0.0,8.6e-05
ADMINISTRATION,PROTESTER,1,1,0.945089,9.4e-05
ADMINISTRATION,PUNE,1,-1,0.893865,3.6e-05
ADMINISTRATION,RAJSHAHI,0,0,0.0,9.2e-05
ADMINISTRATION,REPRESENTATIVES,1,-1,0.973617,0.000102
ADMINISTRATION,REUTERS,1,-1,0.98199,8e-05
ADMINISTRATION,RIGHTS GROUP,1,1,0.966574,0.000117
ADMINISTRATION,RULING PARTY,1,-1,0.970192,0.000111
ADMINISTRATION,SALAUDDIN,0,0,0.0,8.5e-05
ADMINISTRATION,SAUDI ARABIA,0,0,0.0,8.5e-05
ADMINISTRATION,SENA,1,-1,0.962037,0.000145
ADMINISTRATION,SINGAPORE,1,1,0.989733,0.000148
ADMINISTRATION,SOMALIA,0,0,0.0,8.3e-05
ADMINISTRATION,SPOKESMAN,1,1,0.601663,0.000148
ADMINISTRATION,STATE MINIST,0,0,0.0,8.1e-05
ADMINISTRATION,STUDENT,1,1,0.989405,5.3e-05
ADMINISTRATION,SUPREME COURT,0,0,0.0,8.5e-05
ADMINISTRATION,SYRIA,1,-1,0.979471,0.000159
ADMINISTRATION,TANGAIL,1,1,0.938086,0.000158
ADMINISTRATION,THE EUROPEAN UNION,0,0,0.0,8.7e-05
ADMINISTRATION,THE OPPOSITION,1,1,0.987136,0.000144
ADMINISTRATION,THE PM,0,0,0.0,8.4e-05
ADMINISTRATION,THE UN,1,-1,0.992432,9.7e-05
ADMINISTRATION,THE US,1,-1,0.970192,0.000115
ADMINISTRATION,TRADER,1,1,0.975811,0.000172
ADMINISTRATION,TRIBUNAL,1,-1,0.981504,0.000156
ADMINISTRATION,TURKEY,1,-1,0.970938,0.000154
ADMINISTRATION,TURKISH,1,-1,0.962037,0.000148
ADMINISTRATION,UNICEF,1,-1,0.989235,1e-05
ADMINISTRATION,UNITED KINGDOM,1,1,0.88771,3.2e-05
ADMINISTRATION,UNITED NATIONS,0,0,0.0,9.1e-05
ADMINISTRATION,VOTER,1,-1,0.851798,0.000103
ADMINISTRATION,WEST BENGAL,1,1,0.975293,2.9e-05
ADMINISTRATION,WORKER,0,0,0.0,8.7e-05
ADMINISTRATION,WORLD HEALTH ORGANIZATION,1,-1,0.978586,0.000133
AIRLINE,AL JAZEERA,1,-1,0.95464,0.000103
AIRLINE,AMBASSADOR,1,1,0.998546,8.5e-05
